"ridageyr","dmdeduc2","INDFMPIR","riagendr_1","race_1","race_2","race_3","race_4"
2.82842712474619,0,1.08627804912002,0,0,0,1,0
0,1.4142135623731,1.9824227601599,1,0,1,0,0
4.47213595499958,1,1.30384048104053,1,1,0,0,0
0,1.73205080756888,1.0816653826392,0,0,1,0,0
4.47213595499958,2,1.24899959967968,1,0,1,0,0
4.47213595499958,1,0.948683298050514,0,1,0,0,0
1.4142135623731,2,1.15758369027902,1,0,1,0,0
1.4142135623731,1.73205080756888,2.23606797749979,0,0,1,0,0
4.47213595499958,1.4142135623731,1.04880884817015,1,0,0,1,0
3.87298334620742,1,2.23606797749979,1,1,0,0,0
2.64575131106459,2,2.14242852856286,1,1,0,0,0
3.46410161513775,1,1.30384048104053,0,0,0,1,0
3.46410161513775,1.4142135623731,1.05830052442584,0,1,0,0,0
2.44948974278318,1.4142135623731,2.23606797749979,1,0,1,0,0
2.64575131106459,0,0.959166304662544,1,1,0,0,0
4.35889894354067,1.73205080756888,1.62480768092719,1,1,0,0,0
4.47213595499958,1.4142135623731,1.0770329614269,0,1,0,0,0
1,1,1.38924439894498,0,0,0,1,0
1.4142135623731,1.73205080756888,2.23606797749979,0,0,0,0,1
4.47213595499958,2,1.07238052947636,1,1,0,0,0
1.73205080756888,1.4142135623731,1.17898261225516,0,0,1,0,0
3.74165738677394,1.4142135623731,1.70880074906351,1,1,0,0,0
1,1.73205080756888,1.6583123951777,0,0,1,0,0
3.3166247903554,1.4142135623731,2.23606797749979,0,1,0,0,0
2.44948974278318,1.4142135623731,0.99498743710662,1,0,1,0,0
2,1.4142135623731,2.23606797749979,1,1,0,0,0
4.47213595499958,1,1.47309198626562,0,1,0,0,0
2.64575131106459,2,1.6583123951777,1,0,1,0,0
2.23606797749979,2,0.866025403784439,0,0,0,0,1
1.4142135623731,1.73205080756888,1.46628782986152,0,0,1,0,0
4.47213595499958,1.73205080756888,1.28452325786651,1,1,0,0,0
3.16227766016838,1.73205080756888,1.07238052947636,1,0,0,1,0
3.74165738677394,2,1.86279360101972,0,0,1,0,0
3,1.73205080756888,0.728010988928052,0,0,1,0,0
1,2,2.23606797749979,0,1,0,0,0
1.4142135623731,1.73205080756888,1.13578166916005,1,1,0,0,0
2,1.4142135623731,0.223606797749979,0,0,0,1,0
2,1.4142135623731,2.23606797749979,1,0,1,0,0
4.47213595499958,1.4142135623731,1.19582607431014,1,1,0,0,0
4.47213595499958,1.73205080756888,2.23606797749979,1,0,0,1,0
1,1.73205080756888,2.23606797749979,0,1,0,0,0
3.74165738677394,1.73205080756888,1.37477270848675,1,1,0,0,0
1.4142135623731,1.4142135623731,1.00498756211209,1,1,0,0,0
3,2,1.46628782986152,1,1,0,0,0
2.23606797749979,1.4142135623731,0.574456264653803,0,0,0,0,1
3.16227766016838,1.4142135623731,1.73493515728975,0,0,1,0,0
3.60555127546399,1,1.26095202129185,1,1,0,0,0
0,0,1.09087121146357,0,0,0,1,0
1,1,1.14455231422596,0,0,1,0,0
2,0,0.9,1,0,0,1,0
4.47213595499958,1.4142135623731,1.09544511501033,0,0,1,0,0
3.16227766016838,1.4142135623731,1.0770329614269,0,1,0,0,0
4.47213595499958,1.4142135623731,0.62449979983984,0,1,0,0,0
1.73205080756888,1.73205080756888,1.4142135623731,1,0,0,1,0
4.47213595499958,0,1.04880884817015,0,1,0,0,0
1,2,2.23606797749979,1,0,1,0,0
2,2,1.62480768092719,1,0,0,0,1
1.73205080756888,1.4142135623731,1.552417469626,1,1,0,0,0
4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
4.47213595499958,1.73205080756888,1.40712472794703,0,1,0,0,0
3.74165738677394,1,1.89208879284245,1,0,0,1,0
3.3166247903554,0,0.989949493661167,0,0,0,1,0
2.44948974278318,1,1.09544511501033,1,0,0,0,1
1,2,2.22710574513201,0,1,0,0,0
4.47213595499958,1.73205080756888,1.84390889145858,0,1,0,0,0
4.47213595499958,1.4142135623731,1.64924225024706,0,1,0,0,0
4,0,0.905538513813742,0,0,0,0,1
4.47213595499958,2,2.07364413533277,1,1,0,0,0
4.35889894354067,1.4142135623731,1.05830052442584,0,1,0,0,0
0,1.73205080756888,0.94339811320566,0,0,0,1,0
0,1.73205080756888,1.47309198626562,0,0,0,1,0
3,2,2.23606797749979,1,0,1,0,0
2.44948974278318,1.4142135623731,2.23606797749979,0,1,0,0,0
1.73205080756888,1.4142135623731,2.21810730128188,0,0,0,1,0
1.73205080756888,2,1.3114877048604,1,0,0,0,1
1.4142135623731,1,1.24899959967968,0,0,0,1,0
0,1.4142135623731,0.94339811320566,1,0,0,1,0
3.46410161513775,1.4142135623731,1.17898261225516,1,0,0,1,0
2.44948974278318,0,1.17473401244707,1,0,0,1,0
2.23606797749979,1.73205080756888,2.23606797749979,1,1,0,0,0
1.73205080756888,1.73205080756888,2.11660104885167,0,0,0,1,0
3,1.4142135623731,1.05830052442584,1,0,0,0,1
2,2,1.51657508881031,0,0,1,0,0
1,1.73205080756888,2.14009345590327,1,0,1,0,0
2,1.73205080756888,2.18174242292714,0,1,0,0,0
3.16227766016838,1.73205080756888,2.23606797749979,0,1,0,0,0
4.24264068711928,1.4142135623731,1.15758369027902,0,1,0,0,0
3.87298334620742,0,1.64620776331543,1,0,1,0,0
4.47213595499958,2,1.30384048104053,1,1,0,0,0
1.73205080756888,2,2.23606797749979,1,1,0,0,0
3,2,2.23606797749979,1,1,0,0,0
4.47213595499958,0,1.13578166916005,1,0,1,0,0
2,1,1.11803398874989,0,0,1,0,0
4.12310562561766,1.4142135623731,1.64924225024706,0,1,0,0,0
0,0,0.824621125123532,0,0,0,1,0
2.82842712474619,1.73205080756888,2.18174242292714,1,1,0,0,0
0,2,2.23606797749979,1,0,1,0,0
1.4142135623731,1.73205080756888,0.974679434480896,0,1,0,0,0
2.64575131106459,1.73205080756888,2.21810730128188,0,0,1,0,0
3.3166247903554,1.73205080756888,1.14891252930761,1,0,0,1,0
2.44948974278318,1,1.14891252930761,1,0,1,0,0
0,1.4142135623731,0.8,0,0,0,1,0
3.46410161513775,2,2.23606797749979,1,1,0,0,0
3.46410161513775,1.4142135623731,1.12249721603218,1,1,0,0,0
3,1.73205080756888,1.51986841535707,0,1,0,0,0
4.47213595499958,2,2.23606797749979,1,1,0,0,0
1.4142135623731,1.73205080756888,1.3076696830622,0,1,0,0,0
1.4142135623731,0,0.824621125123532,0,0,0,1,0
3,1.73205080756888,1.38924439894498,1,1,0,0,0
0,0,2.03224014329016,1,0,0,1,0
2.82842712474619,1.4142135623731,0.469041575982343,0,0,1,0,0
2.64575131106459,0,0.94339811320566,1,0,1,0,0
2,1.4142135623731,2.151743479135,1,1,0,0,0
4,1.4142135623731,1.46969384566991,0,1,0,0,0
3.3166247903554,2,1.97484176581315,0,1,0,0,0
4.47213595499958,1.73205080756888,1.54272486205415,0,1,0,0,0
4.47213595499958,1.73205080756888,0.979795897113271,0,1,0,0,0
3,1.73205080756888,1.29614813968157,0,0,0,0,1
4.35889894354067,1.4142135623731,1.16619037896906,0,1,0,0,0
4.47213595499958,0,1.20830459735946,1,1,0,0,0
2.82842712474619,1.73205080756888,1.4247806848775,0,1,0,0,0
2.64575131106459,1.4142135623731,1.42828568570857,0,1,0,0,0
2.64575131106459,1,0.812403840463596,1,1,0,0,0
1.73205080756888,0,1.99248588451713,1,0,0,1,0
3.46410161513775,1.4142135623731,0.99498743710662,1,0,0,1,0
4,1.4142135623731,0.959166304662544,0,0,1,0,0
3,1,1.09087121146357,0,0,1,0,0
4.47213595499958,0,0.877496438739212,0,0,1,0,0
3.60555127546399,1.4142135623731,1.11803398874989,1,1,0,0,0
2.82842712474619,1,1.44913767461894,1,0,0,1,0
1,1.4142135623731,0.94339811320566,1,0,0,1,0
2.64575131106459,1.4142135623731,1.51986841535707,0,0,1,0,0
2.64575131106459,2,2.23606797749979,1,0,0,0,1
4.47213595499958,1.73205080756888,0.424264068711929,0,1,0,0,0
2.23606797749979,1.73205080756888,2.23606797749979,1,1,0,0,0
4.47213595499958,1.73205080756888,1.62480768092719,1,1,0,0,0
2.23606797749979,1.4142135623731,2.14242852856286,1,0,0,1,0
4.47213595499958,1.73205080756888,2.06639783197718,1,1,0,0,0
1.73205080756888,0,2.04939015319192,1,1,0,0,0
4.47213595499958,0,0.8,0,0,0,1,0
2.82842712474619,1.4142135623731,1.43527000944073,1,0,1,0,0
3.16227766016838,0,0.877496438739212,1,0,1,0,0
1,2,2.23606797749979,0,1,0,0,0
3.3166247903554,2,1.71172427686237,1,0,0,0,1
3,1.73205080756888,1.48323969741913,1,0,1,0,0
1,0,1.40712472794703,0,0,0,1,0
1.73205080756888,0,1.12249721603218,0,0,0,1,0
4.47213595499958,1.4142135623731,1.89208879284245,1,1,0,0,0
4.35889894354067,1.4142135623731,1.42828568570857,1,0,1,0,0
1.4142135623731,1.4142135623731,1.79164728671689,1,0,0,1,0
2.23606797749979,1.73205080756888,1.71172427686237,0,0,0,0,1
0,0,1.17898261225516,1,1,0,0,0
1.73205080756888,1.73205080756888,1.8,1,0,0,1,0
2.44948974278318,1.73205080756888,2.2,1,0,0,1,0
3.16227766016838,1.73205080756888,1.73781471969828,0,0,1,0,0
2,1.73205080756888,2.03715487874634,0,1,0,0,0
3.87298334620742,1,2.23606797749979,0,1,0,0,0
3,2,2.14242852856286,1,0,0,0,1
1.4142135623731,2,1.62480768092719,0,0,0,0,1
4,1.73205080756888,1.58745078663875,1,0,0,1,0
2.23606797749979,1.73205080756888,1.51986841535707,0,0,1,0,0
1.4142135623731,1.73205080756888,1.9824227601599,1,0,1,0,0
3.16227766016838,1.4142135623731,1.56524758424985,0,1,0,0,0
2.23606797749979,1.73205080756888,0.848528137423857,0,1,0,0,0
0,1.73205080756888,2.23606797749979,0,1,0,0,0
3,1,1.17898261225516,1,0,1,0,0
3.74165738677394,1,0.6,0,0,1,0,0
4.47213595499958,0,1.07238052947636,1,0,0,1,0
4.47213595499958,1.73205080756888,1.63707055437449,1,1,0,0,0
0,1.4142135623731,1.71755640373177,0,1,0,0,0
1.4142135623731,0,1.15325625946708,1,0,0,1,0
0,1,0.866025403784439,1,0,1,0,0
1.4142135623731,1.73205080756888,1.72336879396141,0,0,0,1,0
3.46410161513775,1.4142135623731,1.74355957741627,1,0,0,1,0
2,1.4142135623731,0.489897948556636,1,0,0,1,0
4,0,1.12249721603218,1,0,0,1,0
2.64575131106459,2,2.23606797749979,1,0,1,0,0
4.47213595499958,1.73205080756888,0.883176086632785,1,1,0,0,0
4.47213595499958,1.73205080756888,1.84390889145858,1,1,0,0,0
1.4142135623731,1.4142135623731,2.14242852856286,1,0,1,0,0
1,1.4142135623731,1.00498756211209,1,0,1,0,0
3,1,1.00995049383621,1,0,1,0,0
3,1,1.31529464379659,0,0,0,1,0
2.23606797749979,1,0.812403840463596,0,1,0,0,0
4.47213595499958,1.4142135623731,1.33416640641263,0,0,0,0,1
0,1.4142135623731,2.23606797749979,1,1,0,0,0
2.23606797749979,2,2.23606797749979,1,1,0,0,0
0,1.73205080756888,1.71464281994822,0,0,0,1,0
3.74165738677394,0,1.15325625946708,1,0,1,0,0
2,1,1.8165902124585,0,0,1,0,0
3.74165738677394,1.4142135623731,1.13578166916005,1,1,0,0,0
4.47213595499958,1,1.30384048104053,0,1,0,0,0
1,1.73205080756888,1.3856406460551,0,0,1,0,0
0,1.4142135623731,1.84390889145858,1,0,1,0,0
1,1.4142135623731,0,1,0,0,0,1
2,1.4142135623731,1.06301458127346,1,1,0,0,0
3,1.73205080756888,1.52643375224737,1,0,1,0,0
4,1,1.33041346956501,0,0,1,0,0
2.23606797749979,1,1.6583123951777,1,0,1,0,0
4,2,1.05830052442584,1,1,0,0,0
2.82842712474619,1,0.670820393249937,0,0,0,0,1
1.4142135623731,0,0.854400374531753,1,0,0,1,0
4,1.4142135623731,1.39642400437689,0,1,0,0,0
3.74165738677394,1.4142135623731,2.23606797749979,1,1,0,0,0
1,0,1.2328828005938,1,0,0,1,0
1.4142135623731,0,0.640312423743285,1,0,0,1,0
4.35889894354067,1.4142135623731,1.80277563773199,0,1,0,0,0
4.47213595499958,0,0.877496438739212,0,1,0,0,0
3.74165738677394,1.73205080756888,1.49666295470958,1,0,1,0,0
4.47213595499958,2,2.23606797749979,1,1,0,0,0
2.82842712474619,1,1.17898261225516,0,0,1,0,0
3.87298334620742,2,0.959166304662544,1,1,0,0,0
0,1.73205080756888,2.03224014329016,0,0,0,0,1
1.73205080756888,2,2.23606797749979,0,0,1,0,0
1,1.4142135623731,0.33166247903554,1,0,0,1,0
1.4142135623731,2,1.48323969741913,1,0,0,0,1
4.47213595499958,2,2.23606797749979,1,1,0,0,0
4.47213595499958,1.73205080756888,1.57480157480236,0,1,0,0,0
1.73205080756888,1.4142135623731,1.51986841535707,0,0,1,0,0
1.4142135623731,1.4142135623731,1.15758369027902,1,0,0,0,1
1.4142135623731,1.4142135623731,1.33416640641263,0,1,0,0,0
4.12310562561766,1.73205080756888,2.23606797749979,0,1,0,0,0
3.3166247903554,1.4142135623731,1.56204993518133,0,0,0,1,0
2,1.4142135623731,2.23606797749979,0,0,1,0,0
3.60555127546399,1,1.89208879284245,0,0,1,0,0
3.60555127546399,2,2.01990098767242,1,0,0,0,1
2.64575131106459,1.73205080756888,2.23606797749979,0,1,0,0,0
1.4142135623731,1.4142135623731,0,1,0,0,1,0
3.60555127546399,1.73205080756888,1.25299640861417,0,0,1,0,0
2,1.4142135623731,1.35277492584687,0,0,1,0,0
1.4142135623731,1,2.03224014329016,0,0,1,0,0
4.47213595499958,1.73205080756888,1.40356688476182,0,1,0,0,0
3.60555127546399,1.4142135623731,1.0770329614269,1,1,0,0,0
3.60555127546399,1.73205080756888,1.64924225024706,0,1,0,0,0
1.73205080756888,1.73205080756888,0.6557438524302,1,0,0,1,0
0,1,0.866025403784439,0,0,0,1,0
1.73205080756888,1.73205080756888,1.11803398874989,1,1,0,0,0
0,1.73205080756888,2.23606797749979,1,0,0,1,0
0,1.4142135623731,0.793725393319377,1,0,0,1,0
0,1.4142135623731,1.72336879396141,1,0,0,1,0
4.47213595499958,1,1.00995049383621,0,1,0,0,0
3.46410161513775,1.4142135623731,1.29614813968157,0,0,0,0,1
4.24264068711928,1.4142135623731,1.10453610171873,1,1,0,0,0
3.3166247903554,1.73205080756888,1.30384048104053,0,1,0,0,0
4.12310562561766,2,0.91104335791443,1,0,0,0,1
3.3166247903554,2,1.92353840616713,0,0,0,0,1
3.87298334620742,0,1.67928556237467,0,0,0,1,0
1,1.4142135623731,1.63401346383682,1,0,1,0,0
2.23606797749979,1,1.31529464379659,1,0,1,0,0
1.73205080756888,2,2.23606797749979,1,1,0,0,0
2,1,1.4525839046334,0,0,0,1,0
0,1,0.9,0,0,1,0,0
1.73205080756888,1.73205080756888,1.64924225024706,0,0,0,1,0
1,1.73205080756888,2.23606797749979,0,0,1,0,0
2.23606797749979,0,1.03440804327886,0,0,0,0,1
4.47213595499958,2,2.23606797749979,0,1,0,0,0
1,1,0.818535277187245,0,0,0,1,0
1.73205080756888,1.73205080756888,0.854400374531753,0,1,0,0,0
1.4142135623731,1.73205080756888,1.16619037896906,0,0,1,0,0
3.74165738677394,0,0.806225774829855,0,0,0,0,1
4.24264068711928,1.73205080756888,1.38202749610853,1,1,0,0,0
4.47213595499958,1,1.1,0,1,0,0,0
0,1.4142135623731,1.31909059582729,0,0,1,0,0
2.82842712474619,1.4142135623731,1.88944436276912,1,0,0,1,0
1.73205080756888,1.4142135623731,2.23606797749979,1,0,1,0,0
1,2,2.23606797749979,0,0,1,0,0
2.44948974278318,1.73205080756888,1.86815416922694,1,0,1,0,0
4.47213595499958,2,1.26885775404495,1,1,0,0,0
1,1.4142135623731,1.31909059582729,1,0,1,0,0
3.3166247903554,1,0.860232526704263,0,0,1,0,0
3.60555127546399,1,0.866025403784439,0,1,0,0,0
4.47213595499958,0,1.34164078649987,0,0,1,0,0
2.44948974278318,1.73205080756888,2.10237960416286,1,0,0,1,0
1.4142135623731,1.73205080756888,1.22065556157337,0,0,0,1,0
3.87298334620742,1.4142135623731,1.74355957741627,1,1,0,0,0
3.87298334620742,1.73205080756888,1.49666295470958,1,0,0,1,0
3.46410161513775,0,0.223606797749979,1,1,0,0,0
3.46410161513775,1.4142135623731,2.2248595461287,1,1,0,0,0
2.82842712474619,1,0.959166304662544,1,0,0,0,1
3,1.73205080756888,1.64012194668567,0,0,0,1,0
3.3166247903554,1.73205080756888,1.74928556845359,1,1,0,0,0
2.82842712474619,1.73205080756888,2.23606797749979,1,0,1,0,0
2.64575131106459,1,0.806225774829855,0,0,0,0,1
2.82842712474619,1.4142135623731,1.64012194668567,0,0,1,0,0
3.60555127546399,1.4142135623731,1.38202749610853,0,1,0,0,0
1,2,2.23606797749979,0,1,0,0,0
2.23606797749979,1.4142135623731,1.56843871413581,1,0,1,0,0
4.12310562561766,1,0.860232526704263,1,0,0,0,1
1.73205080756888,1,1.48323969741913,1,1,0,0,0
1.73205080756888,1.73205080756888,1.62788205960997,1,0,0,1,0
1.73205080756888,2,2.23606797749979,1,1,0,0,0
1,1.73205080756888,2.23606797749979,0,0,0,1,0
1.73205080756888,1.73205080756888,1.26885775404495,1,0,1,0,0
0,1.73205080756888,1.40712472794703,0,1,0,0,0
3.16227766016838,2,2.23606797749979,1,1,0,0,0
2.44948974278318,1.4142135623731,1.0770329614269,0,0,1,0,0
4,1.73205080756888,0.734846922834953,1,0,1,0,0
3,1.73205080756888,1.0770329614269,1,1,0,0,0
2.44948974278318,1.73205080756888,1.05356537528527,1,0,1,0,0
4.35889894354067,1,0.932737905308881,0,0,1,0,0
1.4142135623731,2,2.23606797749979,1,1,0,0,0
2.23606797749979,1.73205080756888,1.74928556845359,0,1,0,0,0
2,1.4142135623731,1.26095202129185,1,1,0,0,0
2,1.73205080756888,2.23606797749979,0,0,0,1,0
4.47213595499958,2,1.0770329614269,0,1,0,0,0
1.73205080756888,1.73205080756888,2.11896201004171,0,1,0,0,0
1,1.4142135623731,2.23606797749979,0,0,1,0,0
2.23606797749979,1.4142135623731,1.47309198626562,0,1,0,0,0
2.64575131106459,1.73205080756888,1.04880884817015,0,0,1,0,0
3,1.73205080756888,1.3114877048604,1,0,0,1,0
1.4142135623731,2,2.23606797749979,1,1,0,0,0
2,2,1.74928556845359,1,0,0,0,1
2.23606797749979,2,2.23606797749979,1,1,0,0,0
3.16227766016838,1.73205080756888,1.99248588451713,0,1,0,0,0
3.60555127546399,2,1.74355957741627,1,0,0,1,0
4.47213595499958,1.73205080756888,0.883176086632785,0,0,1,0,0
2.23606797749979,1.73205080756888,2.23606797749979,0,1,0,0,0
3.74165738677394,1.73205080756888,1.84390889145858,0,1,0,0,0
0,1.73205080756888,2.1142374511866,1,0,0,1,0
4.47213595499958,1,2.23606797749979,0,1,0,0,0
1.4142135623731,1,1.14017542509914,0,0,1,0,0
2.23606797749979,1.4142135623731,1.96214168703486,0,0,1,0,0
3,2,1.44913767461894,1,0,0,0,1
1.73205080756888,2,2.23606797749979,1,1,0,0,0
4,1.4142135623731,1.76918060129541,0,1,0,0,0
2.82842712474619,1.73205080756888,1.90787840283389,0,0,0,0,1
3.46410161513775,2,1.8165902124585,0,1,0,0,0
1.73205080756888,2,2.23606797749979,1,1,0,0,0
2.64575131106459,2,2.01990098767242,0,0,1,0,0
1,1.73205080756888,1.62788205960997,0,0,1,0,0
3.3166247903554,2,2.22710574513201,1,1,0,0,0
3.46410161513775,1,1.19582607431014,0,0,1,0,0
4.24264068711928,1.73205080756888,1.05356537528527,1,1,0,0,0
3.74165738677394,1,1.0770329614269,1,1,0,0,0
0,2,2.23606797749979,0,0,0,1,0
1.73205080756888,2,2.23606797749979,1,1,0,0,0
1.4142135623731,1.4142135623731,1.74928556845359,1,0,1,0,0
4.47213595499958,1.73205080756888,1.94935886896179,1,1,0,0,0
1.73205080756888,2,2.23606797749979,0,1,0,0,0
0,0,1.14891252930761,0,0,0,1,0
1.4142135623731,2,1.69705627484771,1,0,1,0,0
1.73205080756888,1,0.883176086632785,0,0,1,0,0
4.47213595499958,1.4142135623731,0.734846922834953,0,1,0,0,0
3.3166247903554,2,2.23606797749979,1,1,0,0,0
2,1.4142135623731,1.36014705087354,0,0,0,1,0
1,1,1.54596248337403,0,0,1,0,0
4.47213595499958,2,2.23606797749979,1,0,0,0,1
3.16227766016838,1,0.866025403784439,1,0,1,0,0
2,1,1.51986841535707,0,0,0,1,0
2.23606797749979,2,2.23606797749979,1,1,0,0,0
2,0,1.12249721603218,0,0,0,1,0
4.47213595499958,1,0.905538513813742,1,1,0,0,0
1.73205080756888,2,2.01990098767242,0,1,0,0,0
4.47213595499958,1.4142135623731,2.00499376557634,0,1,0,0,0
2.82842712474619,1.4142135623731,1.74068951855292,1,0,1,0,0
4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
3.3166247903554,2,1.58429795177549,0,1,0,0,0
0,2,2.23606797749979,1,0,0,1,0
4.12310562561766,1.73205080756888,0.91104335791443,0,1,0,0,0
